epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,250.13543701171875,
0,99,,243.73414611816406,
0,149,,261.40814208984375,
0,199,,258.7099609375,
0,249,,251.95718383789062,
0,299,,245.2775421142578,
0,349,,246.07017517089844,
0,399,,240.45896911621094,
0,449,,248.35888671875,
0,499,,247.80345153808594,
0,549,,272.7882995605469,
0,599,,268.71441650390625,
0,649,,236.02114868164062,
0,699,,267.25128173828125,
0,749,,261.8814697265625,
0,799,,279.43994140625,
0,849,,243.63510131835938,
0,899,,227.4637451171875,
0,949,,245.56912231445312,
0,999,,256.3189392089844,
0,1049,,247.65628051757812,
0,1099,,251.078857421875,
0,1149,,264.7633361816406,
0,1199,,229.64126586914062,
0,1249,,242.79812622070312,
0,1299,,243.72630310058594,
0,1349,,243.4029541015625,
0,1399,,273.2647399902344,
0,1449,,248.99166870117188,
0,1499,,254.93948364257812,
0,1549,,263.6650390625,
0,1599,,246.68829345703125,
0,1649,,253.55609130859375,
0,1699,,247.72259521484375,
0,1749,,270.0058898925781,
0,1799,,254.50543212890625,
0,1849,,241.0406494140625,
0,1899,,247.62088012695312,
0,1949,,229.74984741210938,
0,1999,,256.7595520019531,
0,2049,,278.87713623046875,
0,2099,,259.8105773925781,
0,2149,,239.94520568847656,
0,2199,,258.81866455078125,
0,2249,,249.13763427734375,
0,2299,,257.59930419921875,
0,2349,,272.30804443359375,
0,2399,,244.5441131591797,
0,2449,,253.149169921875,
0,2499,,266.9648742675781,
0,2549,,262.5149230957031,
0,2599,,247.4913330078125,
0,2649,,265.72344970703125,
0,2699,,249.17857360839844,
0,2749,,237.63583374023438,
0,2799,,258.8144836425781,
0,2849,,261.7313232421875,
0,2899,,243.53965759277344,
0,2949,,237.19078063964844,
0,2999,,246.76187133789062,
0,3049,,253.04971313476562,
0,3099,,256.51416015625,
0,3149,,248.60992431640625,
0,3199,,250.26893615722656,
0,3249,,251.75758361816406,
0,3299,,273.5760498046875,
0,3349,,252.49337768554688,
0,3399,,258.6602783203125,
0,3449,,242.3593292236328,
0,3499,,273.8833312988281,
0,3549,,252.9366455078125,
0,3599,,254.6415557861328,
0,3649,,244.51510620117188,
0,3699,,261.913818359375,
0,3749,,242.76661682128906,
0,3766,,,237.99583435058594
0,3766,252.760009765625,,
1,3799,,273.84259033203125,
1,3849,,247.18338012695312,
1,3899,,241.51129150390625,
1,3949,,266.9434814453125,
1,3999,,253.46868896484375,
1,4049,,232.833251953125,
1,4099,,272.58428955078125,
1,4149,,262.49755859375,
1,4199,,266.086669921875,
1,4249,,266.930419921875,
1,4299,,263.5255126953125,
1,4349,,267.19525146484375,
1,4399,,243.80889892578125,
1,4449,,254.01953125,
1,4499,,254.3251495361328,
1,4549,,240.28762817382812,
1,4599,,249.6339111328125,
1,4649,,278.13427734375,
1,4699,,251.88882446289062,
1,4749,,264.9793701171875,
1,4799,,234.0128173828125,
1,4849,,242.1749725341797,
1,4899,,261.4670104980469,
1,4949,,242.66790771484375,
1,4999,,245.42379760742188,
1,5049,,245.85635375976562,
1,5099,,254.3978729248047,
1,5149,,260.3986511230469,
1,5199,,269.10137939453125,
1,5249,,241.25778198242188,
1,5299,,257.44927978515625,
1,5349,,230.63058471679688,
1,5399,,260.9698791503906,
1,5449,,253.977294921875,
1,5499,,253.5829620361328,
1,5549,,254.886962890625,
1,5599,,226.94752502441406,
1,5649,,256.64776611328125,
1,5699,,230.27554321289062,
1,5749,,251.89479064941406,
1,5799,,243.9107208251953,
1,5849,,274.0350646972656,
1,5899,,233.85287475585938,
1,5949,,237.735107421875,
1,5999,,265.51898193359375,
1,6049,,259.49267578125,
1,6099,,255.719970703125,
1,6149,,259.29925537109375,
1,6199,,273.49688720703125,
1,6249,,257.335205078125,
1,6299,,255.95155334472656,
1,6349,,241.35531616210938,
1,6399,,257.9849853515625,
1,6449,,245.38137817382812,
1,6499,,267.10516357421875,
1,6549,,253.46788024902344,
1,6599,,255.5804443359375,
1,6649,,240.208984375,
1,6699,,243.35423278808594,
1,6749,,248.39468383789062,
1,6799,,240.03488159179688,
1,6849,,253.07147216796875,
1,6899,,247.34280395507812,
1,6949,,261.27593994140625,
1,6999,,237.56442260742188,
1,7049,,262.31884765625,
1,7099,,249.6055145263672,
1,7149,,256.1607666015625,
1,7199,,246.3524169921875,
1,7249,,257.9368896484375,
1,7299,,252.06512451171875,
1,7349,,263.9828796386719,
1,7399,,252.57037353515625,
1,7449,,237.57235717773438,
1,7499,,257.59503173828125,
1,7533,,,238.07159423828125
1,7533,252.56573486328125,,
2,7549,,247.76795959472656,
2,7599,,264.4441833496094,
2,7649,,274.1905517578125,
2,7699,,225.5662384033203,
2,7749,,257.9385986328125,
2,7799,,258.5074462890625,
2,7849,,250.9344482421875,
2,7899,,245.4259796142578,
2,7949,,276.6269226074219,
2,7999,,282.56939697265625,
2,8049,,258.68817138671875,
2,8099,,267.5225830078125,
2,8149,,266.31768798828125,
2,8199,,239.34521484375,
2,8249,,238.58169555664062,
2,8299,,249.417724609375,
2,8349,,250.2366485595703,
2,8399,,249.9608154296875,
2,8449,,260.981689453125,
2,8499,,245.00469970703125,
2,8549,,270.3223876953125,
2,8599,,246.25100708007812,
2,8649,,271.3361511230469,
2,8699,,260.0899658203125,
2,8749,,267.7143859863281,
2,8799,,245.92498779296875,
2,8849,,254.0235595703125,
2,8899,,263.46026611328125,
2,8949,,241.31329345703125,
2,8999,,238.92051696777344,
2,9049,,251.64549255371094,
2,9099,,248.85989379882812,
2,9149,,257.4472961425781,
2,9199,,244.34507751464844,
2,9249,,254.2627410888672,
2,9299,,238.28781127929688,
2,9349,,234.43484497070312,
2,9399,,239.75631713867188,
2,9449,,241.59381103515625,
2,9499,,257.2629699707031,
2,9549,,259.591796875,
